"Sent Index","Mention Index/Total","Sentence","Mention","Mention Head","Label->Gov"
"2649","0/1","<a>XXXX</a> is now also the focus of criticism and troubling questions about a wave of suicides among its workers at a pair of factories here that serve as major suppliers to global brands like Apple , Dell and Hewlett-Packard .","It","It","nsubj -> focus"
"2650","0/1","Sensing a public relations fiasco and facing questions from Foxconn suppliers , Terry Gou , <a>XXXX</a> , traveled here Wednesday from Taiwan on what company executives said was an emergency trip .","the chairman of Foxconn","chairman","appos -> Gou"
"2652","0/1","Several days before the explosion on the Deepwater Horizon oil rig , BP officials chose , partly for financial reasons , to use a type of casing for the well that <a>XXXX</a> knew was the riskier of two options , according to a BP document .","the company","company","nsubj -> knew"
"2653","0/1","BP began a maneuver known as a top kill on a stricken well in the Gulf of Mexico on Wednesday afternoon , generating hope that <a>XXXX</a> might soon be able to plug a leak that has poured millions of gallons of oil into the water and fouled 100 miles of Louisiana coastline .","the company","company","nsubj -> plug"
"2654","0/1","BP began a maneuver known as a top kill on a stricken well in the Gulf of Mexico on Wednesday afternoon , generating hope that the company might soon be able to plug a leak that has poured <a>XXXX</a> into the water and fouled 100 miles of Louisiana coastline .","millions of gallons of oil","millions","dobj -> poured"
"2655","0/1","By the time <a>XXXX</a> flew here on Tuesday for a trio of fundraisers , he had put in a full day three time zones away in Washington -- meeting with small-business leaders and the president of Italy , sparring with Senate Republicans over lunch , making plans to inspect the gulf oil spill and ordering National Guard troops to the border with Mexico .","President Barack Obama","Obama","nsubj -> flew"
"2656","0/1","By the time <a>XXXX</a> flew here on Tuesday for a trio of fundraisers , he had put in a full day three time zones away in Washington -- meeting with small-business leaders and the president of Italy , sparring with Senate Republicans over lunch , making plans to inspect the gulf oil spill and ordering National Guard troops to the border with Mexico .","President Barack Obama","Obama","nsubj -> flew"
"2657","0/1","Moving aggressively to expand <a>XXXX</a> on children 's entertainment , the Walt Disney Co. will close its SoapNet cable channel and replace it with a service aimed at preschoolers .","its hold","hold","dobj -> expand"
"2659","0/1","With political and military tension increasing daily on the Korean Peninsula , Secretary of State Hillary Rodham Clinton said Wednesday that Washington would stand beside Seoul as it sought redress at the U.N. Security Council over what South Korea calls <a>XXXX</a> .","the North 's sinking of a South Korean warship","sinking","dobj -> calls"
"2660","0/1","<a>XXXX</a> sat behind his vast desk inside the French Open 's center court and gestured toward the window with its envy-inducing view of the most famous stretch of clay in tennis .","Jean Gachassinthe pocket-size president of the French Tennis Federation ,","Gachassinthe","nsubj -> sat"
"2661","0/1","At that moment , <a>XXXX</a> was smacking a forehand .","Justine Henin","Henin","nsubj -> smacking"
"2663","0/1","With political and military tension increasing daily on the Korean Peninsula , Secretary of State Hillary Rodham Clinton said Wednesday that Washington would stand beside Seoul as it sought redress at the U.N. Security Council over what <a>XXXX</a> calls the North 's sinking of a South Korean warship .","South Korea","Korea","nsubj -> calls"
"2664","0/1","<a>XXXX</a> came after 2 in the morning , but DaMarcus Beasley was not asleep .","The call","call","nsubj -> came"
"2665","0/1","His roommate , Oguchi Onyewu , gave him hugs and handshakes , and that was how <a>XXXX</a> knew he was going to the World Cup again .","Beasley","Beasley","nsubj -> knew"
"2666","0/1","Moving aggressively to expand its hold on children 's entertainment , <a>XXXX</a> will close its SoapNet cable channel and replace it with a service aimed at preschoolers .","the Walt Disney Co.","Co.","nsubj -> close"
"2667","0/1","When Secretary of State Hillary Rodham Clinton on Wednesday declared America 's solidarity with South Korea in its mounting confrontation with North Korea , she had <a>XXXX</a> : She was also speaking to the Chinese .","more than a domestic audience in mind","audience","dobj -> had"
"2668","0/1","In deciding to deploy up to 1,200 National Guard troops to bolster security at the Mexican border , President Barack Obama has stepped into one of the thorniest issues facing American presidents -- illegal immigration -- and has <a>XXXX</a> say he is squandering his chance to address it in a comprehensive way .","confounded allies who","allies","nsubj -> say"
"2669","0/1","When Lori Berenson was jailed in Peru on terrorism charges over 14 years ago , <a>XXXX</a> was a fiery young leftist from New York enmeshed in a shadowy Marxist rebel group , stunning a war-weary nation with her clenched fists and defiant statements in support of revolution .","she","she","nsubj -> leftist"
"2670","0/1","In deciding to deploy up to 1,200 National Guard troops to bolster security at the Mexican border , President Barack Obama has stepped into one of the thorniest issues facing American presidents -- illegal immigration -- and has confounded allies who say he is squandering his chance to address <a>XXXX</a> in a comprehensive way .","it","it","dobj -> address"
"2671","0/1","In October 2007 , <a>XXXX</a> were questioning a man who had been arrested in the Bronx on gun and drug charges when he began to talk about someone he called `` one of the most powerful men in all of Jamaica . ''","federal drug enforcement agents","agents","nsubj -> questioning"
"2673","0/1","In October 2007 , federal drug enforcement agents were questioning a man who had been arrested in the Bronx on gun and drug charges when <a>XXXX</a> began to talk about someone he called `` one of the most powerful men in all of Jamaica . ''","he","he","nsubj -> talk"
"2675","0/1","<a>XXXX</a> was arranged until he could apply for public assistance .","Emergency health insurance","insurance","nsubjpass -> arranged"
"2676","0/1","He knew about changes in his medication -- <a>XXXX</a> had found less expensive brands at local pharmacy chains .","his doctor","doctor","nsubj -> found"
"2678","0/1","European Union officials on Wednesday said Google , Microsoft and Yahoo had violated rules by keeping <a>XXXX</a> for too long .","data on individual computer users","data","dobj -> keeping"
"2679","0/1","European Union officials on Wednesday said Google , Microsoft and <a>XXXX</a> had violated rules by keeping data on individual computer users for too long .","Yahoo","Yahoo","nsubj -> violated"
"2681","0/1","Several days before the explosion on the Deepwater Horizon oil rig , <a>XXXX</a> chose , partly for financial reasons , to use a type of casing for the well that the company knew was the riskier of two options , according to a BP document .","BP officials","officials","nsubj -> chose"
"2682","0/1","Gliding into retirement after <a>XXXX</a> covering 120 million miles , the shuttle Atlantis dropped out of orbit and returned to Earth on Wednesday , wrapping up a 25-year career with a near-flawless space station assembly mission .","32 missions","missions","nsubj -> covering"
"2683","0/1","Ever since Facebook was founded in 2004 , <a>XXXX</a> has pushed its users to share more information about themselves .","Mark Zuckerberg , its chief executive ,","Zuckerberg","nsubj -> pushed"
"2684","0/1","Time and again , users have pushed back , complaining that some new feature or setting on the site violated <a>XXXX</a> .","their privacy","privacy","dobj -> violated"
"2685","0/1","Ever since <a>XXXX</a> was founded in 2004 , Mark Zuckerberg , its chief executive , has pushed its users to share more information about themselves .","Facebook","Facebook","nsubjpass -> founded"
"2686","0/1","Time and again , users have pushed back , complaining that <a>XXXX</a> violated their privacy .","some new feature or setting on the site","feature","nsubj -> violated"
